Row,Column,Assay,Sample,Conc,Ct,Tm,Expected Tm,R2,Chi2,Straight R2,Efficiency,Multiple peaks,Outlier,Multimodal melt peaks,F0,Flags,S-DispenseTip,S-DropIndex,S-GlobalDropIndex,S-SP-Well,A-DispenseTip,A-DropIndex,A-GlobalDropIndex,A-SP-Well,Asymmetry,A,B,C,D,E,AmpRatio,Tm minus mean,Ct minus mean
1,9,intI1F165_clinical_359_Rep1,P57,-1,24.45007,87.07288,,0.9998439,37130.23,0.740611,1.957286,FALSE,FALSE,FALSE,2.64E-05,,,,,,,,,,13,1922.328,1.364922,27.24762,12330.76,12.3814,7.414496,,
1,10,ant6-ib_1541_Rep1,P57,-1,22.18559,75.30321,,0.9999408,23602.68,0.8009075,1.949737,FALSE,FALSE,FALSE,0.000191951,,,,,,,,,,8,1895.659,1.37218,24.99269,15608.81,7.560616,9.233974,,
1,11,aph2-Id_104_Rep1,P57,-1,19.47628,75.56387,,0.9999181,27327.84,0.8287693,1.978298,FALSE,FALSE,FALSE,0.00096394,,,,,,,,,,12,1816.109,1.345279,22.24795,14666.47,5.180025,9.075764,,
5,0,tetM_1513_Rep1,P57,-1,27.31831,78.35168,,0.9999493,12343.86,0.6808765,1.959492,FALSE,FALSE,FALSE,3.11E-06,,,,,,,,,,11,2115.611,1.362822,30.11309,12258.74,14.34457,6.794423,,
5,1,tetO_192_Rep1,P57,-1,19.52424,78.36581,,0.9999762,5209.453,0.8291889,1.95245,FALSE,FALSE,FALSE,0.000998955,,,,,,,,,,7,1990.856,1.369559,22.32789,12018.18,5.761764,7.036688,,
5,2,tet32_54_Rep1,P57,-1,19.97781,80.5944,,0.9999645,7823.333,0.8220477,1.918004,FALSE,FALSE,FALSE,0.00113224,,,,,,,,,,12,1886.562,1.403916,22.82671,13039.71,2.359356,7.911888,,
5,3,tet40_500_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
5,4,tet44_1539_Rep1,P57,-1,23.01433,77.82648,,0.9999314,14928.99,0.7894694,1.905737,FALSE,FALSE,FALSE,0.000152488,,,,,,,,,,4,1843.957,1.416747,25.88013,13080.35,3.274035,8.093629,,
5,5,tetK_184_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
5,6,ermA-803_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
5,7,ermG_807_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
5,8,cfxA_106_Rep1,P57,-1,21.05964,76.78877,,0.9999188,13137.67,0.8155335,1.964168,FALSE,FALSE,FALSE,0.000262465,,,,,,,,,,12,1624.397,1.3584,23.84859,11058.92,6.853368,7.808016,,
5,9,tetX_196_Rep1,P57,-1,24.4818,75.47099,,0.9999243,19028.17,0.7579067,1.96769,FALSE,FALSE,FALSE,2.32E-05,,,,,,,,,,9,1916.958,1.355095,27.2664,12719.02,9.673235,7.635002,,
5,10,intl2_338_Rep1,P57,-1,32.66113,80.39886,,0.9999466,8161.506,0.4764843,1.930916,FALSE,FALSE,FALSE,8.30E-08,CtIsLarge,,,,,,,,,4,1916.36,1.390756,35.49269,10055.29,24.93888,6.247078,,
5,11,intl3_1522_Rep1,P57,-1,27.1797,79.78954,,0.9999866,2483.786,0.6831001,1.876303,FALSE,FALSE,FALSE,1.04E-05,,,,,,,,,,10,2047.436,1.448917,30.08787,10866.64,7.482166,6.307438,,
11,0,ermB_804_Rep1,P57,-1,19.97812,79.03113,,0.9999669,7743.37,0.816797,1.946569,FALSE,FALSE,FALSE,0.000849324,,,,,,,,,,11,2663.327,1.375258,22.78927,13357.57,-2.503463,6.015369,,
11,1,IncHI2-smr0018_1566_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,2,IncI1_repI1_1565_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,3,IncN_rep_340_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,4,tetQ_185_Rep1,P57,-1,17.53006,76.72099,,0.9997683,67056.08,0.8171457,2.012878,FALSE,FALSE,FALSE,0.002751484,,,,,,,,,,6,1724.116,1.314624,20.26136,13584.32,6.720811,8.879003,,
11,5,tetW_191_Rep1,P57,-1,16.22306,81.48928,,0.9999279,24351.96,0.8077475,1.97728,FALSE,FALSE,FALSE,0.01065858,,,,,,,,,,12,1636.219,1.346212,18.99597,14318.26,5.975289,9.750817,,
11,6,IS26_1546_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,7,ISEcp1_1550_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,8,oqxA_1577_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,9,sul2_133_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,10,lncF_FIC_1564_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
11,11,mobA_1524_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,0,tnpA_202_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,1,ant6-ia_431_Rep1,P57,-1,23.53724,79.22884,,0.9998647,33120.32,0.7829828,1.924533,FALSE,FALSE,FALSE,8.13E-05,,,,,,,,,,12,2176.007,1.397218,26.37732,12856.92,6.638266,6.908491,,
15,2,tetL_195_Rep1,P57,-1,27.5042,78.52853,,0.9996595,100586.9,0.673272,2.010582,FALSE,FALSE,FALSE,1.44E-06,,,,,,,,,,14,2088.018,1.316598,30.2381,13569.54,17.03297,7.498765,,
15,3,tnpA_203_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,4,traN_1525_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,5,blaROB_41_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,6,pAKD1-IncP-1?_380_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,7,pBS228-IncP-1?_381_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,8,blaCTX-M_162_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,9,IS91_1567_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,10,ISCR1_1528_Rep1,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
15,11,tnpA_206_Rep1,P57,-1,21.43082,77.57254,,0.9999776,5354.863,0.8082231,1.992319,FALSE,FALSE,FALSE,0.000161053,,,,,,,,,,13,1944.942,1.332606,24.18581,12276.9,6.699208,7.312219,,
21,0,16Snew_2_Rep2,P57,-1,12.91688,83.41461,,0.9995546,126369.3,0.6306509,1.994048,FALSE,FALSE,FALSE,0.09712309,,,,,,,,,,14,2158.342,1.331068,15.66984,12589.47,10.63127,6.832936,,
21,1,16Sold_1_Rep2,P57,-1,14.15724,81.30702,,0.9999778,4310.026,0.7730631,1.990988,FALSE,FALSE,FALSE,0.03820937,,,,,,,,,,14,2889.484,1.333795,16.91379,12286.74,0.2368002,5.252225,,
21,2,aac6-is_iu_ix_419_Rep2,P57,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
21,3,aphA3_14_Rep2,P57,-1,18.44098,78.79462,,0.9999782,3071.828,0.8326282,1.915924,FALSE,FALSE,FALSE,0.002589909,,,,,,,,,,10,3196.77,1.406069,21.29271,9772.206,-4.197181,4.0569,,
21,4,tetB_181_Rep2,P57,-1,32.88378,87.49617,,0.9999877,2662.845,0.4750643,1.930508,FALSE,FALSE,FALSE,8.71E-08,CtIsLarge,,,,,,,,,11,2575.888,1.391166,35.71589,12294.88,33.82206,5.773065,,
21,5,tetG_F_507_Rep2,P57,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
21,6,IncP_oriT_342_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
21,7,IncQ_oriT_343_Rep2,P57,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
21,8,int1-a-marko_336_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
21,9,intI1F165_clinical_359_Rep2,P57,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
21,10,ant6-ib_1541_Rep2,P57,-1,20.99929,75.13446,,0.9999534,12976.95,0.8130923,1.924333,FALSE,FALSE,FALSE,0.000571626,,,,,,,,,,8,1819.105,1.397423,23.83963,14657.27,4.363538,9.057405,,
21,11,aph2-Id_104_Rep2,P57,-1,19.1905,75.28486,,0.9998988,23648.51,0.8275185,1.960222,FALSE,FALSE,FALSE,0.001328967,,,,,,,,,,11,1882.855,1.362128,21.98437,13580.15,8.077767,8.212529,,
25,0,tetM_1513_Rep2,P57,-1,26.29439,78.34888,,0.9999038,30226.1,0.7109663,1.946547,FALSE,FALSE,FALSE,9.00E-06,,,,,,,,,,7,2077.539,1.375279,29.10557,13979.22,12.76343,7.72874,,
25,1,tetO_192_Rep2,P57,-1,18.83865,78.46638,,0.9999104,25244.96,0.8273981,1.941311,FALSE,FALSE,FALSE,0.002205059,,,,,,,,,,8,1974.781,1.380409,21.65659,14350.3,1.279404,8.26678,,
25,2,tet32_54_Rep2,P57,-1,19.97424,80.38734,,0.9999702,7378.898,0.8207822,1.921357,FALSE,FALSE,FALSE,0.001157764,,,,,,,,,,10,1949.542,1.400465,22.8186,13798.53,3.103703,8.077831,,
25,3,tet40_500_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
25,4,tet44_1539_Rep2,P57,-1,21.1095,77.86479,,0.9999073,24448.16,0.8097899,1.922429,FALSE,FALSE,FALSE,0.000538045,,,,,,,,,,7,1908.255,1.399367,23.95241,14603.66,-2.81628,8.652886,,
25,5,tetK_184_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
25,6,ermA-803_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
25,7,ermG_807_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
25,8,cfxA_106_Rep2,P57,-1,20.28304,76.72668,,0.999835,29257.78,0.8191367,1.985346,FALSE,FALSE,FALSE,0.00034684,,,,,,,,,,8,1710.91,1.338866,23.04627,10369.51,9.048732,7.060817,,
25,9,tetX_196_Rep2,P57,-1,23.78621,75.26593,,0.9998448,34218.13,0.7713149,1.951177,FALSE,FALSE,FALSE,4.69E-05,,,,,,,,,,4,1921.776,1.370786,26.59148,12472.22,8.153405,7.489944,,
25,10,intl2_338_Rep2,P57,-1,28.26567,80.35183,,0.9999644,7588.974,0.6506021,1.888548,FALSE,FALSE,FALSE,4.37E-06,,,,,,,,,,3,1835.138,1.43529,31.15588,11677.45,13.05713,7.363252,,
25,11,intl3_1522_Rep2,P57,-1,25.80504,79.57129,,0.9999903,1368.688,0.7229016,1.896428,FALSE,FALSE,FALSE,1.90E-05,,,,,,,,,,8,1970.194,1.426705,28.68395,10255,5.400067,6.205071,,
63,0,ermB_804_Rep2,P57,-1,20.84814,79.12518,,0.9999598,7711.275,0.8092954,1.97031,FALSE,FALSE,FALSE,0.000305312,,,,,,,,,,16,2545.329,1.352651,23.62953,11788.36,-3.753119,5.63137,,
63,1,IncHI2-smr0018_1566_Rep2,P57,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
63,2,IncI1_repI1_1565_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
63,3,IncN_rep_340_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
63,4,tetQ_185_Rep2,P57,-1,17.5651,76.56819,,0.9998227,29099.66,0.8199599,1.984429,FALSE,FALSE,FALSE,0.002656044,,,,,,,,,,10,1700.768,1.339696,20.32942,10339.64,7.155502,7.079395,,
63,5,tetW_191_Rep2,P57,-1,16.23561,81.27383,,0.9999426,9651.193,0.8124968,1.964716,FALSE,FALSE,FALSE,0.008353565,,,,,,,,,,16,1581.503,1.357884,19.02388,10146.5,5.404842,7.41573,,
63,6,IS26_1546_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
63,7,ISEcp1_1550_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
63,8,oqxA_1577_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
63,9,sul2_133_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
63,10,lncF_FIC_1564_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
63,11,mobA_1524_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,0,tnpA_202_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,1,ant6-ia_431_Rep2,P57,-1,22.64418,79.42171,,0.9999447,12827.03,0.7956936,1.871664,FALSE,FALSE,FALSE,0.000303379,,,,,,,,,,11,2135.581,1.454175,25.55927,13042.22,-1.007962,7.107108,,
67,2,tetL_195_Rep2,P57,-1,29.24475,78.47073,,0.9997142,65098.4,0.6061128,1.999554,FALSE,FALSE,FALSE,3.88E-07,,,,,,,,,,16,1982.206,1.3262,31.99129,11631.77,12.13672,6.868091,,
67,3,tnpA_203_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,4,traN_1525_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,5,blaROB_41_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,6,pAKD1-IncP-1?_380_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,7,pBS228-IncP-1?_381_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,8,blaCTX-M_162_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,9,IS91_1567_Rep2,P57,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
67,10,ISCR1_1528_Rep2,P57,,,,,,,,,,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline",,,,,,,,,,,,,,,,,
67,11,tnpA_206_Rep2,P57,-1,21.54158,77.69157,,0.9999813,4308.716,0.8070225,1.98764,FALSE,FALSE,FALSE,0.000156101,,,,,,,,,,15,1775.24,1.336798,24.30208,12262.69,3.209627,7.907624,,
2,48,16Snew_2_Rep1,P58,-1,14.17196,83.27837,,0.9996381,80699.16,0.7374679,2.024068,FALSE,FALSE,FALSE,0.03095324,,,,,,,,,,11,2610.162,1.305122,16.89075,12921.1,9.611822,5.950308,,
2,49,16Sold_1_Rep1,P58,-1,12.77836,81.25261,,0.9999907,3077.994,0.7496098,1.960667,FALSE,FALSE,FALSE,0.1474794,,,,,,,,,,12,3523.923,1.361707,15.57167,13648.03,3.713063,4.872964,,
2,50,aac6-is_iu_ix_419_Rep1,P58,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline",,,,,,,,,,,,,,,,,
2,51,aphA3_14_Rep1,P58,-1,17.30052,78.7608,,0.9999416,13376.69,0.8129042,1.903593,FALSE,FALSE,FALSE,0.008307064,,,,,,,,,,12,4013.797,1.419023,20.16932,12368.09,-10.83645,4.081395,,
2,52,tetB_181_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
2,53,tetG_F_507_Rep1,P58,-1,30.23414,87.05042,,0.9998739,40329.37,0.5720561,1.90724,FALSE,FALSE,FALSE,9.85E-07,CtIsLarge,,,,,,,,,19,2508.343,1.415157,33.09784,14147.05,16.5848,6.639997,,
2,54,IncP_oriT_342_Rep1,P58,,,,,,,,,,,,,"LowEfficiency, CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
2,55,IncQ_oriT_343_Rep1,P58,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
2,56,int1-a-marko_336_Rep1,P58,-1,30.97916,88.05505,,0.9999821,5072.389,0.5335516,1.898667,FALSE,FALSE,FALSE,7.02E-07,CtIsLarge,,,,,,,,,18,2506.936,1.424292,33.8549,14777.61,11.66937,6.894688,,
2,57,intI1F165_clinical_359_Rep1,P58,-1,31.4882,90.39516,,0.9999411,13288.75,0.5211,1.859116,FALSE,FALSE,FALSE,8.19E-07,CtIsLarge,,,,,,,,,13,2680.384,1.468667,34.42237,12369.5,22.21382,5.614825,,
2,58,ant6-ib_1541_Rep1,P58,-1,22.23306,75.13045,,0.9999565,19967.94,0.8004364,1.960869,FALSE,FALSE,FALSE,0.000174714,,,,,,,,,,7,2466.398,1.361515,25.02612,16793.02,8.83602,7.808723,,
2,59,aph2-Id_104_Rep1,P58,-1,19.18451,75.2395,,0.9999275,19306.08,0.8329933,1.994516,FALSE,FALSE,FALSE,0.000993234,,,,,,,,,,12,2460.26,1.330652,21.93693,14347.19,6.141561,6.831573,,
6,48,tetM_1513_Rep1,P58,-1,26.31553,78.23433,,0.9999364,20931.9,0.7156178,1.951897,FALSE,FALSE,FALSE,8.41E-06,,,,,,,,,,17,2911.806,1.370092,29.11988,14293.32,14.94197,5.908746,,
6,49,tetO_192_Rep1,P58,-1,17.49081,78.29329,,0.9999716,7935.037,0.8302348,1.977761,FALSE,FALSE,FALSE,0.003851113,,,,,,,,,,11,3210.962,1.34577,20.26314,13326.53,15.97341,5.150323,,
6,50,tet32_54_Rep1,P58,-1,18.42158,80.422,,0.9999716,10904.48,0.8252653,1.953833,FALSE,FALSE,FALSE,0.002886451,,,,,,,,,,13,2680.088,1.368229,21.22348,15739.35,5.942232,6.872699,,
6,51,tet40_500_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
6,52,tet44_1539_Rep1,P58,-1,23.63878,77.6588,,0.9999135,29278.54,0.7778434,1.947049,FALSE,FALSE,FALSE,6.69E-05,,,,,,,,,,5,2399.968,1.37479,26.44932,15170.56,9.66039,7.321149,,
6,53,tetK_184_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
6,54,ermA-803_Rep1,P58,-1,30.57003,77.06927,,0.9998847,22671.01,0.555025,1.97449,FALSE,FALSE,FALSE,2.06E-07,CtIsLarge,,,,,,,,,7,2543.464,1.348779,33.34632,11259.67,15.81165,5.426905,,
6,55,ermG_807_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
6,56,cfxA_106_Rep1,P58,-1,22.18255,76.84041,,0.99988,20877.64,0.8050128,1.994663,FALSE,FALSE,FALSE,8.39E-05,,,,,,,,,,11,2116.978,1.330521,24.93479,11547.8,8.256756,6.454853,,
6,57,tetX_196_Rep1,P58,-1,22.31608,75.37186,,0.9999189,33346.74,0.7989686,1.991578,FALSE,FALSE,FALSE,0.000108214,,,,,,,,,,9,2561.5,1.333269,25.07194,15890.44,8.23112,7.203568,,
6,58,intl2_338_Rep1,P58,-1,31.58951,80.38784,,0.9998905,30362.55,0.5154508,1.920856,FALSE,FALSE,FALSE,2.87E-07,CtIsLarge,,,,,,,,,7,2443.299,1.40098,34.43454,13550,26.90098,6.545782,,
6,59,intl3_1522_Rep1,P58,,,,,,,,,,,,,MultipleMeltPeaks,,,,,,,,,,,,,,,,,
12,48,ermB_804_Rep1,P58,-1,21.24923,78.75398,,0.9999861,4835.348,0.8115072,1.935034,FALSE,FALSE,FALSE,0.000426716,,,,,,,,,,7,3173.934,1.386631,24.07536,14810.46,2.896349,5.666281,,
12,49,IncHI2-smr0018_1566_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
12,50,IncI1_repI1_1565_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
12,51,IncN_rep_340_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
12,52,tetQ_185_Rep1,P58,-1,16.59949,76.44059,,0.9997981,52163.2,0.806778,2.002608,FALSE,FALSE,FALSE,0.005810404,,,,,,,,,,4,2305.331,1.32352,19.34251,12917.44,12.11808,6.603292,,
12,53,tetW_191_Rep1,P58,-1,14.97883,81.17729,,0.9999852,4433.75,0.7874885,1.95583,FALSE,FALSE,FALSE,0.0332962,,,,,,,,,,10,2259.003,1.366313,17.7782,14905.69,9.171614,7.598349,,
12,54,IS26_1546_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
12,55,ISEcp1_1550_Rep1,P58,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
12,56,oqxA_1577_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
12,57,sul2_133_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
12,58,lncF_FIC_1564_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
12,59,mobA_1524_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
16,48,tnpA_202_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
16,49,ant6-ia_431_Rep1,P58,-1,20.97073,79.11311,,0.9999803,5687.127,0.8220744,1.881202,FALSE,FALSE,FALSE,0.000992199,,,,,,,,,,9,2801.581,1.443422,23.87165,15103.02,6.610149,6.390892,,
16,50,tetL_195_Rep1,P58,-1,25.14186,78.35015,,0.999841,44165.43,0.7418407,1.985434,FALSE,FALSE,FALSE,1.29E-05,,,,,,,,,,11,2426.966,1.338787,27.90499,14499.93,14.05617,6.974509,,
16,51,tnpA_203_Rep1,P58,-1,26.23218,84.68171,,0.9999834,4474.269,0.7187648,1.87805,FALSE,FALSE,FALSE,2.36E-05,,,,,,,,,,10,2423.779,1.446951,29.13775,13153.64,11.71848,6.426911,,
16,52,traN_1525_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
16,53,blaROB_41_Rep1,P58,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
16,54,pAKD1-IncP-1?_380_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
16,55,pBS228-IncP-1?_381_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
16,56,blaCTX-M_162_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
16,57,IS91_1567_Rep1,P58,-1,29.38904,85.26726,,0.9999821,5477.785,0.5967357,1.902429,FALSE,FALSE,FALSE,1.95E-06,,,,,,,,,,11,2821.264,1.420264,32.25947,14274.54,2.941169,6.059628,,
16,58,ISCR1_1528_Rep1,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
16,59,tnpA_206_Rep1,P58,-1,28.45217,77.48659,,0.9999599,12541.09,0.6376249,2.005968,FALSE,FALSE,FALSE,7.73E-07,,,,,,,,,,9,2576.86,1.320591,31.19133,13992.54,10.09423,6.430074,,
54,48,16Snew_2_Rep2,P58,-1,13.69113,83.148,,0.9994646,120720.7,0.7292525,2.06173,FALSE,FALSE,FALSE,0.03158328,,,,,,,,,,15,2393.54,1.274525,16.36963,11951.16,15.44384,5.993088,,
54,49,16Sold_1_Rep2,P58,-1,12.80571,81.111,,0.9999827,4900.134,0.762953,1.934421,FALSE,FALSE,FALSE,0.1626775,,,,,,,,,,10,3146.388,1.387243,15.63265,12744.91,2.559813,5.050647,,
54,50,aac6-is_iu_ix_419_Rep2,P58,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
54,51,aphA3_14_Rep2,P58,-1,17.25376,78.68578,,0.9999676,7056.852,0.8231831,1.913271,FALSE,FALSE,FALSE,0.007512231,,,,,,,,,,14,3861.903,1.408828,20.10912,11877.88,-3.640736,4.075653,,
54,52,tetB_181_Rep2,P58,-1,27.79452,79.10724,,0.9999759,5803.214,0.6664802,1.948505,FALSE,FALSE,FALSE,2.73E-06,,,,,,,,,,9,2681.755,1.373374,30.6032,12990.3,14.76686,5.843955,,
54,53,tetG_F_507_Rep2,P58,-1,31.78211,86.62078,,0.9998959,19635.3,0.5073939,1.924896,FALSE,FALSE,FALSE,1.99E-07,CtIsLarge,,,,,,,,,13,2251.421,1.396848,34.6217,11548.98,14.35112,6.12964,,
54,54,IncP_oriT_342_Rep2,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
54,55,IncQ_oriT_343_Rep2,P58,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
54,56,int1-a-marko_336_Rep2,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
54,57,intI1F165_clinical_359_Rep2,P58,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
54,58,ant6-ib_1541_Rep2,P58,-1,21.67571,75.0528,,0.9999571,18266.95,0.8066834,1.953653,FALSE,FALSE,FALSE,0.000290786,,,,,,,,,,8,2352.871,1.368401,24.47784,17068.41,10.30546,8.254289,,
54,59,aph2-Id_104_Rep2,P58,-1,18.5696,74.55373,,0.9998269,3537.501,0.8964776,2.04044,FALSE,FALSE,FALSE,0.000232511,,,,,,,,,,40,3967.695,1.291566,21.27054,3301.827,26.78538,1.832178,,
58,48,tetM_1513_Rep2,P58,-1,29.71148,78.14518,,0.9999658,10852.38,0.597056,1.991449,FALSE,FALSE,FALSE,3.85E-07,CtIsLarge,,,,,,,,,5,2601.119,1.333383,32.46749,14461.55,23.76105,6.559741,,
58,49,tetO_192_Rep2,P58,-1,17.66739,78.26485,,0.999947,16084.55,0.8284229,1.979661,FALSE,FALSE,FALSE,0.003547443,,,,,,,,,,3,2370.712,1.344032,20.43742,14250.21,10.25762,7.010943,,
58,50,tet32_54_Rep2,P58,-1,18.45088,80.38048,,0.9999588,13836.29,0.8227829,1.971663,FALSE,FALSE,FALSE,0.00221189,,,,,,,,,,7,2358.628,1.351394,21.23061,14709.46,4.35877,7.236447,,
58,51,tet40_500_Rep2,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
58,52,tet44_1539_Rep2,P58,-1,23.67108,77.64583,,0.999895,34843.43,0.7763094,1.950582,FALSE,FALSE,FALSE,6.20E-05,,,,,,,,,,5,2347.314,1.371362,26.4771,15034.32,12.67341,7.404903,,
58,53,tetK_184_Rep2,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
58,54,ermA-803_Rep2,P58,-1,28.09638,76.95231,,0.9998938,24804.65,0.6568263,1.928038,FALSE,FALSE,FALSE,3.10E-06,,,,,,,,,,5,2371.093,1.393659,30.93177,13488.73,12.39751,6.688824,,
58,55,ermG_807_Rep2,P58,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
