Row,Column,Assay,Sample,Conc,Ct,Tm,Expected Tm,R2,Chi2,Straight R2,Efficiency,Multiple peaks,Outlier,Multimodal melt peaks,F0,Flags,S-DispenseTip,S-DropIndex,S-GlobalDropIndex,S-SP-Well,A-DispenseTip,A-DropIndex,A-GlobalDropIndex,A-SP-Well,Asymmetry,A,B,C,D,E,AmpRatio,Tm minus mean,Ct minus mean
71,13,ant6-ia_431_Rep2,P28o,-1,21.69515,79.34338,,0.9999554,10420.79,0.8305759,1.8862,FALSE,FALSE,FALSE,0.000474634,,,,,,,,,,8,4406.982,1.437875,24.58877,12680.31,32.10644,3.877323,,
71,14,tetL_195_Rep2,P28o,-1,30.84752,78.47794,,0.9997754,37659.16,0.6098014,2.008031,FALSE,FALSE,FALSE,8.99E-08,CtIsLarge,,,,,,,,,9,5523.832,1.318802,33.58433,10311.37,43.70667,2.866706,,
71,15,tnpA_203_Rep2,P28o,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
71,16,traN_1525_Rep2,P28o,,,,,,,,,,,,,"BadR2, CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
71,17,blaROB_41_Rep2,P28o,-1,26.28478,80.6582,,0.9999573,10048.95,0.7171311,1.849854,FALSE,FALSE,FALSE,3.27E-05,,,,,,,,,,11,6772.117,1.479622,29.23338,12442.29,16.28847,2.837283,,
71,18,pAKD1-IncP-1?_380_Rep2,P28o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
71,19,pBS228-IncP-1?_381_Rep2,P28o,,,,,,,,,,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
71,20,blaCTX-M_162_Rep2,P28o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
71,21,IS91_1567_Rep2,P28o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
71,22,ISCR1_1528_Rep2,P28o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
71,23,tnpA_206_Rep2,P28o,-1,20.82382,77.80793,,0.9999565,12579.49,0.8087139,1.973722,FALSE,FALSE,FALSE,0.000359202,,,,,,,,,,14,6491.377,1.349488,23.60103,14146.97,18.27008,3.179348,,
18,24,16Snew_2_Rep2,P29o,-1,12.03909,82.84107,,0.9980909,507137.6,0.6562769,2.152563,FALSE,FALSE,FALSE,0.06003514,,,,,,,,,,13,2547.561,1.208476,14.63061,10870.8,17.81747,5.267139,,
18,25,16Sold_1_Rep2,P29o,-1,11.89014,81.06583,,0.9999536,10745.01,0.7240514,1.973265,FALSE,FALSE,FALSE,0.2022072,,,,,,,,,,9,3024.536,1.349911,14.66792,10587.14,-0.1227746,4.500419,,
18,26,aac6-is_iu_ix_419_Rep2,P29o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed, HighBaseline",,,,,,,,,,,,,,,,,
18,27,aphA3_14_Rep2,P29o,-1,18.60578,78.71095,,0.9999767,3310.339,0.8351437,1.912195,FALSE,FALSE,FALSE,0.002454329,,,,,,,,,,10,3560.41,1.409952,21.46263,10020.06,-2.646003,3.814299,,
18,28,tetB_181_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
18,29,tetG_F_507_Rep2,P29o,-1,30.83651,85.09072,,0.9999344,9029.65,0.5448344,1.854561,FALSE,FALSE,FALSE,1.15E-06,CtIsLarge,,,,,,,,,11,2169.301,1.474026,33.77774,10264.31,9.341984,5.731619,,
18,30,IncP_oriT_342_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
18,31,IncQ_oriT_343_Rep2,P29o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
18,32,int1-a-marko_336_Rep2,P29o,-1,31.27959,87.93264,,0.9999865,3381.332,0.5156556,1.901019,FALSE,FALSE,FALSE,4.70E-07,CtIsLarge,,,,,,,,,14,2613.487,1.42177,34.152,12713.55,7.733191,5.864593,,
18,33,intI1F165_clinical_359_Rep2,P29o,-1,34.64477,86.61071,,0.9999717,1554.414,0.3786629,1.90516,FALSE,FALSE,FALSE,2.99E-08,CtIsLarge,,,,,,,,,10,2315.02,1.417359,37.51137,9336.541,10.45778,5.033028,,
18,34,ant6-ib_1541_Rep2,P29o,-1,22.69827,74.89996,,0.9999716,8684.682,0.794066,1.941757,FALSE,FALSE,FALSE,0.000136256,,,,,,,,,,4,2401.934,1.379971,25.51563,14603.31,5.779895,7.079812,,
18,35,aph2-Id_104_Rep2,P29o,-1,22.71373,75.03621,,0.9999274,15771.24,0.7988285,2.005382,FALSE,FALSE,FALSE,5.14E-05,,,,,,,,,,8,2351.728,1.321101,25.45356,11990.04,12.69944,6.098396,,
22,24,tetM_1513_Rep2,P29o,-1,25.15285,78.07735,,0.9999584,8492.811,0.7438772,1.95865,FALSE,FALSE,FALSE,1.58E-05,,,,,,,,,,5,2328.958,1.363623,27.94868,12613.82,8.530715,6.41608,,
22,25,tetO_192_Rep2,P29o,-1,19.65822,78.08093,,0.9999755,4378.075,0.8378245,1.89376,FALSE,FALSE,FALSE,0.001611505,,,,,,,,,,4,2343.911,1.429595,22.54093,11347.67,1.418526,5.841338,,
22,26,tet32_54_Rep2,P29o,-1,19.91409,80.36699,,0.9999743,6577.835,0.8211623,1.941219,FALSE,FALSE,FALSE,0.000973904,,,,,,,,,,9,2385.613,1.3805,22.73215,13799.69,2.587842,6.784546,,
22,27,tet40_500_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
22,28,tet44_1539_Rep2,P29o,-1,23.48628,77.5237,,0.9999436,14217.52,0.7807076,1.948687,FALSE,FALSE,FALSE,6.22E-05,,,,,,,,,,5,2463.204,1.373197,26.29472,12877.74,5.204247,6.228043,,
22,29,tetK_184_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
22,30,ermA-803_Rep2,P29o,-1,31.1566,76.81438,,0.999846,14374.74,0.5281053,1.962905,FALSE,FALSE,FALSE,1.21E-07,CtIsLarge,,,,,,,,,7,2189.206,1.35959,33.94712,8447.078,11.57057,4.858512,,
22,31,ermG_807_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
22,32,cfxA_106_Rep2,P29o,-1,26.75364,76.50391,,0.9998636,14687.38,0.697512,1.987335,FALSE,FALSE,FALSE,2.21E-06,,,,,,,,,,8,2027.925,1.337072,29.51451,8533.266,9.07477,5.207881,,
22,33,tetX_196_Rep2,P29o,-1,29.20995,75.04638,,0.9999256,15466.54,0.6078526,1.976495,FALSE,FALSE,FALSE,5.42E-07,,,,,,,,,,6,2304.831,1.346933,31.98381,11132.53,12.41644,5.830084,,
22,34,intl2_338_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
22,35,intl3_1522_Rep2,P29o,-1,29.89511,79.37228,,0.9999815,2293.649,0.5871214,1.883686,FALSE,FALSE,FALSE,1.25E-06,CtIsLarge,,,,,,,,,11,2550.929,1.440658,32.7924,9628,14.31475,4.774311,,
28,24,ermB_804_Rep2,P29o,-1,21.09,78.77664,,0.999966,7890.93,0.8139144,1.928571,FALSE,FALSE,FALSE,0.00047344,,,,,,,,,,6,3183.837,1.39312,23.92468,13601.95,-0.283002,5.272187,,
28,25,IncHI2-smr0018_1566_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,26,IncI1_repI1_1565_Rep2,P29o,-1,32.89439,81.06063,,0.9999942,729.0586,0.4402064,1.902612,FALSE,FALSE,FALSE,1.12E-07,CtIsLarge,,,,,,,,,6,2543.586,1.420069,35.76456,9722.029,8.02957,4.822175,,
28,27,IncN_rep_340_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,28,tetQ_185_Rep2,P29o,-1,18.41404,76.19955,,0.9999135,15615.15,0.827463,1.98778,FALSE,FALSE,FALSE,0.001404076,,,,,,,,,,4,2157.376,1.336672,21.17438,10643.91,6.498793,5.933728,,
28,29,tetW_191_Rep2,P29o,-1,15.76944,81.04313,,0.9999582,12997.47,0.7994699,1.98405,FALSE,FALSE,FALSE,0.01449,,,,,,,,,,8,2583.645,1.340039,18.53421,14717.73,1.183734,6.696498,,
28,30,IS26_1546_Rep2,P29o,-1,29.46739,86.26427,,0.9999734,5843.531,0.600722,1.88423,FALSE,FALSE,FALSE,2.11E-06,,,,,,,,,,10,3043.511,1.440054,32.36388,12142.77,14.31043,4.989724,,
28,31,ISEcp1_1550_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,32,oqxA_1577_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,33,sul2_133_Rep2,P29o,-1,29.14506,85.11022,,0.9999688,3699.44,0.6091983,1.943529,FALSE,FALSE,FALSE,8.16E-07,,,,,,,,,,8,2169.618,1.378229,31.96013,9608.804,9.803778,5.4288,,
28,34,lncF_FIC_1564_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
28,35,mobA_1524_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,24,tnpA_202_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,25,ant6-ia_431_Rep2,P29o,-1,24.911,79.03231,,0.9999481,7866.596,0.7492842,1.91062,FALSE,FALSE,FALSE,3.07E-05,,,,,,,,,,6,2478.084,1.4116,27.77002,10734.91,2.637122,5.331939,,
32,26,tetL_195_Rep2,P29o,-1,26.87619,78.20885,,0.999846,27772.15,0.6907299,1.992353,FALSE,FALSE,FALSE,2.47E-06,,,,,,,,,,9,2228.268,1.332577,29.63113,11223.02,10.82234,6.036656,,
32,27,tnpA_203_Rep2,P29o,-1,26.64782,84.62502,,0.9999719,3459.001,0.7004088,1.866927,FALSE,FALSE,FALSE,1.50E-05,,,,,,,,,,9,1994.108,1.459599,29.57005,9448.215,5.377176,5.738066,,
32,28,traN_1525_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,29,blaROB_41_Rep2,P29o,-1,28.23086,80.19919,,0.9999866,2087.05,0.6419055,1.892208,FALSE,FALSE,FALSE,3.61E-06,,,,,,,,,,9,2620.933,1.431285,31.11581,9989.904,5.896425,4.811584,,
32,30,pAKD1-IncP-1?_380_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,31,pBS228-IncP-1?_381_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,32,blaCTX-M_162_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,33,IS91_1567_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,34,ISCR1_1528_Rep2,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
32,35,tnpA_206_Rep2,P29o,-1,26.29849,77.25982,,0.9999791,3583.353,0.7083581,1.95726,FALSE,FALSE,FALSE,5.69E-06,,,,,,,,,,8,2177.717,1.364947,29.09607,10306.81,7.666482,5.732853,,
38,24,16Snew_2_Rep1,P29o,-1,13.15913,82.78192,,0.9995415,70896.34,0.7580655,2.106531,FALSE,FALSE,FALSE,0.02748818,,,,,,,,,,10,2316.269,1.24068,15.79305,9277.563,6.682718,5.005391,,
38,25,16Sold_1_Rep1,P29o,-1,11.9458,81.05682,,0.9999842,3438.492,0.7368456,1.946499,FALSE,FALSE,FALSE,0.2273568,,,,,,,,,,6,2886.534,1.375326,14.75704,10390.44,-3.13522,4.599625,,
38,26,aac6-is_iu_ix_419_Rep1,P29o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
38,27,aphA3_14_Rep1,P29o,-1,18.1323,78.66051,,0.9999683,4594.629,0.8318768,1.926961,FALSE,FALSE,FALSE,0.003205133,,,,,,,,,,8,3740.285,1.39475,20.96913,10843.57,-2.232831,3.899128,,
38,28,tetB_181_Rep1,P29o,-1,28.53585,78.88018,,0.9999754,3507.542,0.6379394,1.901663,FALSE,FALSE,FALSE,2.47E-06,,,,,,,,,,5,2409.869,1.421081,31.40735,9810.42,12.30296,5.070934,,
38,29,tetG_F_507_Rep1,P29o,-1,32.58276,84.90192,,0.9999734,2629.366,0.472614,1.860814,FALSE,FALSE,FALSE,2.53E-07,CtIsLarge,,,,,,,,,9,2238.784,1.466682,35.51432,8304.998,13.4945,4.709602,,
38,30,IncP_oriT_342_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
38,31,IncQ_oriT_343_Rep1,P29o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
38,32,int1-a-marko_336_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
38,33,intI1F165_clinical_359_Rep1,P29o,,,,,,,,,,,,,"CtIsLarge, MultipleMeltPeaks",,,,,,,,,,,,,,,,,
38,34,ant6-ib_1541_Rep1,P29o,-1,23.54546,74.79285,,0.9999131,20182,0.7817096,1.967998,FALSE,FALSE,FALSE,4.47E-05,,,,,,,,,,4,2159.549,1.354808,26.32969,12321.01,9.23992,6.705362,,
38,35,aph2-Id_104_Rep1,P29o,-1,23.52484,74.8857,,0.9999123,14427.67,0.7897251,2.019306,FALSE,FALSE,FALSE,1.98E-05,,,,,,,,,,8,2231.328,1.309142,26.24893,10078.97,17.13877,5.517025,,
42,24,tetM_1513_Rep1,P29o,-1,23.39672,78.05027,,0.9999314,17797.7,0.7833651,1.953102,FALSE,FALSE,FALSE,6.28E-05,,,,,,,,,,9,2335.716,1.368931,26.19954,12883.6,7.124592,6.515911,,
42,25,tetO_192_Rep1,P29o,-1,18.36619,78.0895,,0.9999716,6971.562,0.8272073,1.9581,FALSE,FALSE,FALSE,0.002287396,,,,,,,,,,8,2363.173,1.364146,21.16272,12496.35,3.171619,6.287953,,
42,26,tet32_54_Rep1,P29o,-1,19.62447,80.30115,,0.9999812,4785.876,0.8233964,1.946278,FALSE,FALSE,FALSE,0.001093806,,,,,,,,,,12,2376.702,1.375541,22.436,13261.01,-1.782315,6.579586,,
42,27,tet40_500_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
42,28,tet44_1539_Rep1,P29o,-1,22.12889,77.50163,,0.999961,8938.648,0.7988451,1.91695,FALSE,FALSE,FALSE,0.000259009,,,,,,,,,,7,2268.127,1.405005,24.97922,13630.84,1.192957,7.009732,,
42,29,tetK_184_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
42,30,ermA-803_Rep1,P29o,-1,30.99947,76.84727,,0.9998372,22063,0.5342272,1.969096,FALSE,FALSE,FALSE,1.44E-07,CtIsLarge,,,,,,,,,7,2238.515,1.353782,33.78234,9897.793,15.46652,5.421589,,
42,31,ermG_807_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
42,32,cfxA_106_Rep1,P29o,-1,27.74516,76.63225,,0.9999428,4809.451,0.6676137,1.954983,FALSE,FALSE,FALSE,1.50E-06,,,,,,,,,,8,1961.883,1.367124,30.5456,7569.327,11.34884,4.858196,,
42,33,tetX_196_Rep1,P29o,-1,29.81906,75.0249,,0.9999194,13804.27,0.5809242,2.025708,FALSE,FALSE,FALSE,1.56E-07,CtIsLarge,,,,,,,,,10,2271.698,1.303746,32.53604,10753.17,9.561067,5.73354,,
42,34,intl2_338_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
42,35,intl3_1522_Rep1,P29o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
48,24,ermB_804_Rep1,P29o,-1,21.67729,78.65552,,0.999976,4438.341,0.8074379,1.928609,FALSE,FALSE,FALSE,0.000260423,,,,,,,,,,12,2678.382,1.393082,24.51192,11410.17,1.333771,5.260098,,
48,25,IncHI2-smr0018_1566_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,26,IncI1_repI1_1565_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,27,IncN_rep_340_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,28,tetQ_185_Rep1,P29o,-1,18.73629,76.04388,,0.9999056,12009.28,0.8253121,1.981213,FALSE,FALSE,FALSE,0.001032857,,,,,,,,,,5,1990.778,1.342616,21.50446,9333.881,4.564674,5.688559,,
48,29,tetW_191_Rep1,P29o,-1,16.29186,80.83498,,0.9999563,8064.397,0.8084195,1.96927,FALSE,FALSE,FALSE,0.008131186,,,,,,,,,,10,2005.099,1.35362,19.07452,10715.43,2.619929,6.34409,,
48,30,IS26_1546_Rep1,P29o,-1,28.91874,86.26305,,0.9999887,1761.786,0.6175195,1.882862,FALSE,FALSE,FALSE,2.85E-06,,,,,,,,,,10,2682.796,1.441573,31.81723,10957.25,7.668334,5.084266,,
48,31,ISEcp1_1550_Rep1,P29o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
48,32,oqxA_1577_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,33,sul2_133_Rep1,P29o,-1,28.67922,85.12881,,0.9999747,3639.661,0.6285507,1.919511,FALSE,FALSE,FALSE,1.73E-06,,,,,,,,,,9,2077.248,1.402362,31.52608,10018.24,7.900554,5.822841,,
48,34,lncF_FIC_1564_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
48,35,mobA_1524_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,24,tnpA_202_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,25,ant6-ia_431_Rep1,P29o,-1,22.79809,79.46371,,0.9999493,34973.61,0.7902161,1.912127,FALSE,FALSE,FALSE,0.000281882,,,,,,,,,,5,5343.097,1.410023,25.65503,22488.11,7.20224,5.208816,,
52,26,tetL_195_Rep1,P29o,-1,24.26063,78.43483,,0.9996318,135742.5,0.7522903,2.065016,FALSE,FALSE,FALSE,9.26E-06,,,,,,,,,,8,3122.291,1.271952,26.93574,14570.09,15.23964,5.666473,,
52,27,tnpA_203_Rep1,P29o,-1,25.64499,84.70553,,0.9999928,1232.16,0.7283655,1.869996,FALSE,FALSE,FALSE,3.38E-05,,,,,,,,,,6,2273.477,1.456079,28.56258,11160.45,4.079823,5.908979,,
52,28,traN_1525_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,29,blaROB_41_Rep1,P29o,-1,29.01704,80.44601,,0.9999882,2439.072,0.6104089,1.898288,FALSE,FALSE,FALSE,2.43E-06,,,,,,,,,,8,3313.804,1.4247,31.89331,12794.35,4.100662,4.860926,,
52,30,pAKD1-IncP-1?_380_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,31,pBS228-IncP-1?_381_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,32,blaCTX-M_162_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,33,IS91_1567_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,34,ISCR1_1528_Rep1,P29o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
52,35,tnpA_206_Rep1,P29o,-1,24.68526,77.51777,,0.9999282,22882.43,0.7460113,2.004441,FALSE,FALSE,FALSE,1.42E-05,,,,,,,,,,5,2726.999,1.32192,27.42617,14571.23,7.157594,6.343322,,
27,24,ermB_804_Rep2,P30o,-1,23.54489,78.79361,,0.99996,10029.53,0.7777651,1.946728,FALSE,FALSE,FALSE,6.14E-05,,,,,,,,,,8,2765.716,1.375103,26.35584,12950.85,5.024009,5.682639,,
27,25,IncHI2-smr0018_1566_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,26,IncI1_repI1_1565_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,27,IncN_rep_340_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,28,tetQ_185_Rep2,P30o,-1,18.22275,76.29491,,0.9998145,40310.91,0.824348,2.008407,FALSE,FALSE,FALSE,0.001407314,,,,,,,,,,12,1973.439,1.318476,20.95913,11275.73,14.66006,6.713747,,
27,29,tetW_191_Rep2,P30o,-1,15.19203,81.45091,,0.9999369,29894.99,0.8036758,1.946568,FALSE,FALSE,FALSE,0.04023026,,,,,,,,,,13,3580.099,1.375259,18.00319,19489.56,7.930139,6.443861,,
27,30,IS26_1546_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,31,ISEcp1_1550_Rep2,P30o,,,,,,,,,,,,,"CtIsLarge, CurveFitFailed",,,,,,,,,,,,,,,,,
27,32,oqxA_1577_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,33,sul2_133_Rep2,P30o,-1,26.54663,85.12363,,0.9999761,3072.041,0.7141755,1.947318,FALSE,FALSE,FALSE,4.84E-06,,,,,,,,,,9,1726.099,1.374528,29.35683,9135.5,14.70488,6.292572,,
27,34,lncF_FIC_1564_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
27,35,mobA_1524_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
31,24,tnpA_202_Rep2,P30o,-1,28.04685,81.95837,,0.9999763,2933.699,0.6638377,1.886538,FALSE,FALSE,FALSE,4.42E-06,,,,,,,,,,2,1817.79,1.437502,30.93998,9839.567,13.40696,6.412929,,
31,25,ant6-ia_431_Rep2,P30o,-1,24.75734,78.92681,,0.9999281,8916.622,0.7626597,1.905921,FALSE,FALSE,FALSE,3.20E-05,,,,,,,,,,4,2004.716,1.416553,27.62288,9423.638,9.88755,5.700736,,
31,26,tetL_195_Rep2,P30o,-1,26.53796,78.13548,,0.999802,40444.18,0.7092468,2.000359,FALSE,FALSE,FALSE,2.88E-06,,,,,,,,,,8,1862.171,1.325492,29.28357,11343.66,15.97442,7.09163,,
31,27,tnpA_203_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
31,28,traN_1525_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
31,29,blaROB_41_Rep2,P30o,-1,25.54463,80.18957,,0.9999791,2939.168,0.7402692,1.902663,FALSE,FALSE,FALSE,1.98E-05,,,,,,,,,,9,2338.045,1.420015,28.41473,9717.84,14.23404,5.156395,,
31,30,pAKD1-IncP-1?_380_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
31,31,pBS228-IncP-1?_381_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
31,32,blaCTX-M_162_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
31,33,IS91_1567_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
31,34,ISCR1_1528_Rep2,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
31,35,tnpA_206_Rep2,P30o,-1,25.93665,77.22892,,0.9999793,2924.128,0.7271935,1.967044,FALSE,FALSE,FALSE,6.33E-06,,,,,,,,,,7,1749.034,1.355699,28.72204,10056.91,12.12501,6.749982,,
37,24,16Snew_2_Rep1,P30o,-1,13.20119,83.76154,,0.9995203,61307.3,0.7734318,2.09745,FALSE,FALSE,FALSE,0.02560337,,,,,,,,,,3,1737.368,1.247331,15.84388,8410.152,13.3531,5.840744,,
37,25,16Sold_1_Rep1,P30o,-1,12.5597,81.06528,,0.999986,2831.299,0.7629468,1.920671,FALSE,FALSE,FALSE,0.1771692,,,,,,,,,,5,2507.99,1.401169,15.40498,10548.51,3.268374,5.205964,,
37,26,aac6-is_iu_ix_419_Rep1,P30o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed",,,,,,,,,,,,,,,,,
37,27,aphA3_14_Rep1,P30o,-1,18.34262,78.64217,,0.999972,4851.068,0.8359339,1.916545,FALSE,FALSE,FALSE,0.003004452,,,,,,,,,,3,3334.353,1.405426,21.19351,10637.27,1.285756,4.190205,,
37,28,tetB_181_Rep1,P30o,-1,25.60829,79.0023,,0.9999718,5012.056,0.7382944,1.913492,FALSE,FALSE,FALSE,1.84E-05,,,,,,,,,,4,2089.472,1.408598,28.46336,10988.74,14.65168,6.259102,,
37,29,tetG_F_507_Rep1,P30o,-1,29.33385,84.64042,,0.9998598,24921.14,0.616134,1.960346,FALSE,FALSE,FALSE,5.92E-07,,,,,,,,,,7,2222.565,1.362011,32.12756,10390.4,20.13629,5.674957,,
37,30,IncP_oriT_342_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
37,31,IncQ_oriT_343_Rep1,P30o,,,,,,,,,,,,,"LowEfficiency, CtIsSmall, CurveFitFailed",,,,,,,,,,,,,,,,,
37,32,int1-a-marko_336_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
37,33,intI1F165_clinical_359_Rep1,P30o,-1,34.29009,86.77847,,0.9999678,1942.84,0.418788,1.896499,FALSE,FALSE,FALSE,4.31E-08,CtIsLarge,,,,,,,,,3,1918.896,1.426629,37.1689,8893.598,18.50688,5.634748,,
37,34,ant6-ib_1541_Rep1,P30o,-1,29.69379,74.78117,,0.9998359,32734.83,0.6055671,1.933135,FALSE,FALSE,FALSE,7.80E-07,CtIsLarge,,,,,,,,,3,1831.707,1.38853,32.52243,11600.26,22.89388,7.333034,,
37,35,aph2-Id_104_Rep1,P30o,-1,22.6724,75.11842,,0.9998963,24862.6,0.8075262,2.012939,FALSE,FALSE,FALSE,5.01E-05,,,,,,,,,,12,2504.449,1.314572,25.40364,12363.97,24.83926,5.9368,,
41,24,tetM_1513_Rep1,P30o,-1,24.72247,78.11971,,0.9999263,22085.11,0.7578375,1.954165,FALSE,FALSE,FALSE,2.62E-05,,,,,,,,,,6,1953.985,1.367909,27.52395,14342.31,14.16113,8.340031,,
41,25,tetO_192_Rep1,P30o,-1,20.11366,78.04874,,0.9999614,6877.992,0.8257905,1.950613,FALSE,FALSE,FALSE,0.000646194,,,,,,,,,,7,1673.611,1.371331,22.91965,11719.58,10.37946,8.002569,,
41,26,tet32_54_Rep1,P30o,-1,20.76724,80.31515,,0.9999619,8015.148,0.8203219,1.945542,FALSE,FALSE,FALSE,0.000441271,,,,,,,,,,10,1880.775,1.37626,23.57971,12177.37,7.682997,7.474658,,
41,27,tet40_500_Rep1,P30o,,,,,,,,,,,,,NoAmplification,,,,,,,,,,,,,,,,,
41,28,tet44_1539_Rep1,P30o,-1,27.16239,77.56781,,0.9999148,24520.36,0.6891577,1.951907,FALSE,FALSE,FALSE,4.14E-06,,,,,,,,,,7,1933.107,1.370082,29.96673,13074.86,19.3245,7.763652,,
