ermB_804_Rep1,28.45185,28.31418,25.35759,24.51442,26.29999,23.55611,23.37594,24.27082,24.85625,24.69362,24.11516,21.85401,23.57801,25.2297,22.64007,24.96369,22.49438,22.60225,23.20034,21.502,22.80999,24.43336,21.60831,23.3044,23.08375,22.74113,22.71259,25.42467,22.36598,25.45548,23.638,26.00943,23.7048,24.65032,21.83087,24.48873,22.62041,22.77546,26.51423,23.59437,27.72161,22.78684,22.86817,21.65587,24.22851,20.96005,26.9985,23.50144,22.84701,21.96371,23.32232,26.79724,31.29111,27.35361
ISCR1_1528_Rep2,,,34.99654,,,,,,,,,,,,,,,,,,,29.50563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.90047,,
ISCR1_1528_Rep1,,,,,,,,,,,,,,,,,,,,,,29.79423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.41262,26.96046,,
16Snew_2_Rep2,15.99132,18.34558,15.69601,14.87055,15.14718,17.71919,18.50799,,16.86095,17.98903,18.79618,16.69745,16.59813,17.58282,16.61525,,16.99226,16.36496,16.29833,14.55976,16.58492,14.24988,17.00953,16.37325,15.9305,15.22782,16.29719,17.00986,16.92188,,16.95901,18.86011,15.34022,16.18276,15.97348,15.98462,17.58773,16.2101,17.57933,17.42132,15.40141,17.50788,16.92286,,16.24518,16.28133,18.02863,17.15286,16.6549,17.49607,16.25578,18.08433,17.09756,19.29775
16Snew_2_Rep1,13.09428,17.81665,16.17393,15.92693,17.64591,13.53422,15.67601,,16.99985,17.18944,17.42685,16.45489,15.63279,16.01051,15.88007,15.72661,16.3515,16.40988,14.97326,15.49969,14.98444,14.909,16.16032,16.11369,15.88187,15.11987,15.42607,16.65796,17.75637,,15.89629,17.75654,16.19254,16.06265,14.39781,16.17348,17.10544,15.97359,17.28777,14.76631,17.71405,14.11112,16.98684,,16.78064,16.69836,16.84266,16.00645,16.49786,16.68083,14.48491,18.38834,19.91528,17.75964
tet44_1539_Rep2,,,32.84235,29.10689,31.6434,28.48129,27.75972,33.49873,,31.00811,29.87345,27.90911,26.29236,26.32961,29.06842,25.15696,27.55903,32.49471,30.31248,23.25457,25.59816,34.17514,27.89986,28.24267,,25.99444,29.89689,,34.23366,31.59965,29.06932,,25.51324,31.85649,,25.07799,29.02079,29.02539,,32.05998,34.07008,27.90566,30.78915,30.35239,29.53685,31.02921,32.19395,28.30319,25.23253,25.04726,29.67126,32.85784,,
tet44_1539_Rep1,,34.87447,,29.07128,27.40957,26.20695,28.88435,31.06612,29.28319,29.57715,30.68494,23.34843,25.44069,24.69308,23.442,26.15338,26.931,30.60549,26.39469,20.99487,23.2809,32.31762,27.78168,27.8854,28.13738,25.46493,24.13651,33.96048,28.24929,31.24708,26.65584,33.24908,27.2282,26.27623,28.1478,26.82337,27.08166,28.31808,,28.96837,31.45583,25.19463,28.42042,28.24131,28.21438,26.09479,31.38058,22.64014,26.97547,23.21954,26.48876,32.81909,,32.04021
aph2'-Id_104_Rep2,27.45023,28.55148,25.67923,22.38003,24.99005,24.65364,24.38905,21.99859,22.39,21.82703,23.29499,22.58974,22.35341,25.70682,22.49912,19.88526,24.47287,21.36113,20.49143,21.55262,22.02394,25.74542,22.94315,20.99604,22.12698,20.74218,23.82836,24.89587,23.81049,24.58801,24.23927,27.95668,22.99238,23.57894,23.17102,23.49724,22.04177,21.12429,26.86813,23.65122,23.20914,23.40556,23.33962,22.96884,23.05548,21.58433,21.41283,23.00831,21.32355,23.00533,22.19355,27.61819,29.42486,27.45939
aph2'-Id_104_Rep1,28.36901,27.89242,26.1527,22.51848,26.1464,23.45906,22.56782,22.8036,22.64304,22.2667,23.68733,23.70916,21.75487,24.74673,22.57924,20.59069,23.40619,22.0985,20.77715,22.35076,21.32766,26.78593,22.42608,21.98534,22.14636,21.4827,24.06677,24.86967,24.67509,24.93581,23.23883,27.35786,23.75479,23.61863,22.36948,24.82464,22.32631,22.7654,26.37699,23.62824,25.63972,23.1703,22.88008,22.3947,23.28729,22.49272,21.33606,22.63396,22.50655,22.12509,22.1152,30.55706,32.16053,27.44561
IncN_rep_340_Rep1,15.831,19.25469,14.92955,,,,,,,,,,,,,,,,,,,24.48291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.28032,,
IncN_rep_340_Rep2,15.74895,17.7644,13.61206,,,,,,,,,,,,,,,,,,,23.80895,,,,,,,,,,32.08406,,,,,,,,,,,,,,,,,,,,16.04363,,
tetK_184_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetK_184_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetX_196_Rep1,,32.15543,30.12183,,28.53954,25.78819,25.73195,23.73744,29.33486,31.15118,31.40972,28.95143,24.10186,,,27.15049,25.58097,26.29026,,30.98039,25.39985,32.78157,26.69559,27.83534,30.69378,25.60008,27.70004,32.19621,29.96116,27.0882,27.45451,,,28.39706,23.31037,27.2728,30.27714,32.34166,,26.43759,25.89956,30.03454,29.88677,21.54574,31.54562,31.45598,27.15406,26.29718,27.25121,27.49957,29.0085,,,33.08703
tetX_196_Rep2,,,27.96627,,26.80953,25.27951,28.07031,22.99102,29.41038,27.52947,30.61001,29.70422,24.24681,,30.04284,25.37543,24.79568,26.05196,,29.6006,24.93502,30.65536,31.14184,26.49494,33.0557,24.4287,29.45099,29.94216,28.35007,26.20278,,31.79553,,29.81507,23.44016,25.00691,32.70969,,32.60194,26.43299,23.23097,30.82039,,20.43007,27.55165,,27.08791,27.38323,25.63069,29.82692,29.29245,32.93626,32.42558,
cfxA_106_Rep1,29.78212,,31.10644,22.82603,24.69018,23.66081,23.69751,25.93654,25.62684,24.04388,27.69592,27.05057,24.16246,22.97775,21.65183,23.70557,23.61807,26.21759,22.81063,24.48978,24.0577,32.72848,25.65219,25.10933,24.46866,26.02108,24.31641,30.48282,27.17146,28.62943,24.65528,34.43681,22.79089,23.7969,22.5399,24.79669,27.34423,24.20416,,24.41332,,25.68353,24.35089,25.12091,24.695,27.54719,30.18348,25.18387,26.33289,21.97992,23.53229,34.58235,,31.72764
cfxA_106_Rep2,,,31.85547,22.94542,22.12668,,,26.16309,25.2881,24.23018,,26.05566,25.26363,25.43476,22.95542,22.69359,23.92195,26.28586,23.83956,22.80913,25.07471,,26.36288,25.11519,26.12053,26.05218,25.38997,,26.44213,28.04017,26.61307,33.10883,21.87743,24.57618,24.53613,24.02138,26.96454,24.59971,,25.43264,26.10016,26.02135,25.27066,24.9776,24.39678,27.96571,29.93366,27.18011,25.84423,23.12775,24.10861,,,31.89952
intl2_338_Rep2,,,22.40523,28.56988,,30.81941,,,,,32.53708,,31.91226,,,29.46719,31.31005,30.19143,,,30.60113,29.29485,,30.36121,,27.35838,,,,,,,,32.3595,,31.59187,,,25.58122,32.08392,30.95938,33.1324,,,,,,,28.2726,26.98911,,,,
tet32_54_Rep1,27.26781,28.12557,25.1597,21.40415,24.20492,22.63703,22.47364,21.54202,22.09249,21.43306,22.46025,21.07626,23.29151,21.3847,20.97568,20.06475,21.61381,20.13928,20.10411,20.79437,21.31705,27.40676,21.15915,22.04489,18.54046,19.87491,20.94241,26.74899,23.28495,20.91514,20.59129,26.46689,21.06174,20.26067,20.98273,22.27106,20.38197,19.63032,24.87321,23.40293,23.41658,22.49587,21.84383,22.0726,21.76393,20.625,21.48506,20.25245,21.23952,20.72758,20.2933,27.76223,30.25608,27.01192
tet32_54_Rep2,28.45621,28.52608,24.54022,21.12657,23.0943,23.92756,24.28097,21.06451,22.32084,21.1981,22.43391,20.64253,23.86006,22.20849,21.7818,19.42291,21.34518,19.66839,20.25042,20.16376,21.36165,26.19733,21.54382,21.64857,19.08242,19.64339,20.90777,26.45123,22.7191,20.97955,21.81946,26.6048,20.73403,21.12265,21.23938,20.84748,20.70376,19.45934,26.35455,23.64788,22.53572,23.13311,22.5102,22.14929,21.52951,20.2799,23.1818,21.51778,20.75566,21.00498,20.69374,25.40643,29.13827,28.56837
sul2_133_Rep1,,18.83555,31.2117,29.6931,,28.31985,,,,,,,28.38732,,,29.95626,,25.8358,,,,12.27037,,26.88614,,,29.76574,16.68784,,,,20.13022,,,,,32.02891,,19.25539,29.79119,,,,30.703,27.63602,,29.36319,,32.88697,27.10717,,29.66904,19.69275,29.55035
sul2_133_Rep2,,20.41043,30.32104,30.4726,,29.92992,29.29042,,,,,,30.06885,28.34804,,30.40555,,25.62362,,,,12.05737,30.73749,25.93342,,,30.00939,16.6507,,,30.47989,19.73676,,30.27775,,,,,18.85995,,,,,29.68554,29.31832,,27.03761,30.74845,29.68672,27.35855,,32.80193,19.82001,
blaCTX-M_162_Rep1,,16.13611,,,,,,,,,,,,,,,,,,,,26.79054,,,,,,,,,,34.66702,,,,,,,32.35713,,,,,,,,,,,,,,,
aac6-is_iu_ix_419_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aac6-is_iu_ix_419_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blaCTX-M_162_Rep2,,16.30029,,,,,,,,,,,,,,,,,,,,25.94483,,,,,,,,,,31.40849,,,,,,,,,,,,,,,,,,,,,17.64293,
16Sold_1_Rep1,12.9396,13.30184,12.33011,15.09222,16.24463,14.46208,15.16985,15.44151,15.01495,15.22644,15.33722,14.58276,15.02565,15.68407,15.4225,14.03268,14.83002,14.65218,15.47517,14.47164,15.5871,12.93987,15.79289,15.16654,13.47178,13.2382,13.81858,12.95145,15.42288,14.79113,14.60527,13.87158,14.58252,14.75796,14.92511,14.99703,14.86593,13.92083,14.19129,15.26396,15.65841,14.19756,15.04352,14.83167,15.3971,14.6958,14.99204,14.49767,15.4037,14.9735,14.81768,14.88684,14.57283,14.29759
16Sold_1_Rep2,13.57088,13.66523,12.43065,15.04904,16.00549,15.37733,16.0708,15.48904,15.11318,15.39094,16.08673,14.41639,,16.09693,15.75504,13.89876,15.25202,14.72738,15.30537,14.61508,15.57735,12.99012,15.908,15.26512,13.7647,13.14203,14.10018,12.96235,15.27695,15.17674,14.8312,14.35354,14.5917,14.86374,14.72687,14.84246,15.08443,14.22592,14.22984,15.97794,15.05141,14.78572,15.21746,14.95481,15.38691,14.78865,15.48432,14.92889,15.54403,15.42847,14.95145,14.71277,13.94423,14.50446
IncI1_repI1_1565_Rep2,20.53737,17.93099,30.21289,,,,,,,30.27979,,,,,,,,28.69827,,,,16.2425,,,,,,34.65512,,,,16.39126,,,,,,,18.17349,,,,,,,,,,,,,16.81447,34.89241,31.6853
IncI1_repI1_1565_Rep1,20.60276,18.56017,33.34871,,,,,,,28.77809,,,,,,,,28.33883,,,,17.21179,,,,,,32.44872,,,31.11917,18.38891,,,,,,,17.77368,,,,,,,,34.06134,,,,,17.666,,30.69615
traN_1525_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
traN_1525_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetQ_185_Rep2,27.66686,27.93568,23.62514,20.04383,18.36657,19.9921,19.47684,18.29861,18.96593,19.75427,19.31847,18.71069,17.71028,19.91301,18.46711,17.20772,19.18442,19.311,18.28862,19.48007,18.03633,27.20146,18.45989,17.86142,18.50063,17.36995,19.35247,23.56998,19.31098,19.19087,19.42666,26.90087,20.64046,18.61646,18.77353,18.5482,20.22749,19.6229,26.89715,19.8067,19.29521,19.81648,19.61548,18.08978,18.52641,18.91643,18.35816,20.42828,18.9352,19.67134,18.13309,28.09296,27.87114,26.92449
tetQ_185_Rep1,27.69591,29.22013,24.70226,18.69851,20.59478,19.92084,17.29482,19.63593,19.80272,21.21069,21.03151,18.63668,18.86991,19.72689,19.53413,18.50915,20.98259,20.17628,18.52827,21.01766,18.03901,27.32787,18.39652,19.06598,19.50915,18.6626,20.26835,23.18844,19.08855,22.36652,19.51844,29.19111,19.83015,19.35833,19.30951,19.82881,21.48837,20.82038,28.72211,20.5354,22.30049,20.51742,19.75175,19.00687,20.40892,18.41103,21.26078,20.68714,19.63953,18.18807,18.8887,29.26201,29.61652,26.38173
IncHI2-smr0018_1566_Rep1,,,,,,,,,,,,,,,,,,,,,,29.67745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncHI2-smr0018_1566_Rep2,,,,,,,,,,,,,,,,,,,,,,29.15079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetW_191_Rep1,24.56457,23.4379,22.51375,17.31462,19.24353,18.40525,18.18754,17.87981,17.57932,18.28453,18.86859,16.1994,17.33553,18.08024,17.85308,16.43385,17.26523,17.36097,17.2445,16.66906,17.34183,22.51576,17.36189,16.91927,16.87322,16.45488,17.13581,21.51431,17.21735,18.65133,17.49406,22.9599,17.61711,17.08924,17.06392,17.64022,17.72075,17.10526,23.03588,18.12579,18.9887,17.26379,16.91942,15.64046,17.63135,16.40248,17.30525,16.51355,17.37682,16.80742,17.20045,23.86479,26.31688,23.52038
tnpA_203_Rep1,32.463,17.036,15.16063,,,,31.21929,,,,,28.43855,29.39828,28.4462,,,,,,26.69176,,16.93642,,,29.73759,,,19.82636,,,29.90341,25.54588,,,,,,30.46108,32.67525,32.25627,,,,32.34814,,,,30.92447,,,,,,32.17083
tnpA_203_Rep2,,17.41578,12.66895,,,,,,,,,28.87143,28.63545,26.03657,,,,,,25.34389,,15.94388,,,29.4691,,,17.72364,,,,23.01999,,,,,29.66548,28.03116,,,,,,30.88194,,29.36968,28.39253,28.92025,31.37528,,,29.46777,,30.15233
tetW_191_Rep2,24.16744,24.16202,22.3431,18.42396,18.10996,18.36968,18.89449,17.18704,17.32736,17.46954,18.02804,16.33989,16.81643,18.17345,17.53367,15.55567,16.29596,17.05366,17.202,16.13121,17.34402,22.11468,17.4672,16.3645,16.49147,15.5866,16.5224,21.4138,17.42086,17.08511,17.14815,22.07743,17.93912,16.89386,17.05102,16.97026,17.0843,16.39145,22.30237,17.68471,17.32342,16.93903,16.91587,16.51984,16.83986,17.05036,15.95618,16.4398,17.16811,17.56352,16.78458,23.79465,25.57864,24.21251
intl3_1522_Rep1,,,,27.96167,26.70159,26.21616,29.61946,32.10533,28.26022,28.63036,34.04596,,25.06881,27.71498,26.3395,25.91959,30.10559,29.36303,27.96047,,26.47841,,29.19878,29.83224,27.01033,26.79652,28.03921,,27.20599,30.66596,28.51337,,30.49833,27.37717,27.22189,32.21733,,29.00422,34.05092,27.63371,29.35464,28.72634,28.60375,28.67709,30.37437,,27.39538,26.79634,33.66972,25.77267,27.17375,,,
intl3_1522_Rep2,,,34.47762,28.0501,27.91692,27.44086,28.01109,31.87076,30.57398,28.41091,31.31822,,24.98733,27.081,29.98282,24.71681,27.83918,29.56733,28.86555,28.77115,27.2716,,29.01794,29.59588,29.54865,26.60798,28.55421,,29.78952,30.27377,27.50674,,28.86552,29.29282,29.01362,27.67726,,30.49504,,31.45195,29.52276,28.82646,29.09095,29.06855,30.43763,,28.17714,29.05209,29.69439,27.30622,28.29841,,,
pBS228-IncP-1?_381_Rep1,21.98249,22.80262,,31.64744,,,,,,,,,,,,,,34.98515,,,,21.17338,,,,,,33.68674,,,,22.12812,,,,,,,25.89011,,,,,,,,,,,,,21.86904,,21.98759
pBS228-IncP-1?_381_Rep2,19.89203,23.33835,32.00203,33.51988,,,,,,,,,,,,,,31.31302,,,,19.8001,,,,,,28.00949,,,,19.09314,,,,,,,21.60683,,,,,,,,,,,,,18.55879,,18.91644
tetM_1513_Rep1,15.51339,29.95642,29.31218,29.72366,,27.74549,29.76679,,,,31.09968,28.07185,28.38778,,,,,32.99584,,28.61536,28.34171,20.1073,,29.48203,27.83386,25.75401,27.92184,27.92562,,,,,,,,27.85101,29.73248,26.28428,,,,,,28.9435,29.58754,,29.1727,28.90797,27.10891,,31.96635,,33.46199,
tetM_1513_Rep2,14.95948,29.37101,29.62389,,,26.22922,28.22475,,,,27.00508,,27.35141,,,28.52115,29.40938,30.30824,,,,19.24794,30.36934,,28.47973,23.74552,26.50525,26.74739,31.28472,,,30.15192,,,30.90536,26.46202,29.43242,25.31938,,,,,,30.3661,28.2311,29.03916,33.13537,29.45684,26.6724,34.94347,,,,
ant6-ia_431_Rep1,31.9078,30.54446,32.02531,25.17125,25.26763,25.13608,24.8569,27.27203,24.09406,26.36795,29.65758,25.60064,24.14399,25.71872,27.74176,23.17132,23.85195,26.44342,26.08582,24.00422,25.52315,31.02675,23.8249,24.93711,23.35011,22.72961,25.35132,30.12439,27.47879,25.65312,23.88621,34.13945,26.4355,26.50393,27.01007,24.7333,24.88524,25.1145,31.84153,27.5178,27.41561,26.79953,23.21175,25.42694,26.38353,25.85802,25.72508,25.60133,25.91712,23.5466,26.52542,32.51853,,31.5332
ant6-ia_431_Rep2,31.90027,32.69868,29.61781,24.35935,26.1692,25.86351,25.93594,22.99988,27.26843,28.59047,23.83002,24.99213,24.80755,26.66831,25.74755,23.74131,21.69203,23.73135,25.6205,24.05649,25.66136,29.96123,24.81731,22.53875,25.92486,20.64652,22.04786,29.42951,26.81995,26.4559,24.6779,34.34331,25.36008,25.77083,26.35979,25.34067,23.18225,22.56206,32.00106,26.19937,26.25539,26.00003,24.79472,23.35718,29.02224,26.203,24.39975,25.20242,24.45095,24.92692,25.52503,30.21005,,32.988
tetO_192_Rep1,26.49232,27.0085,25.08452,20.81648,21.42881,18.91361,21.17238,22.03577,20.70002,20.65812,22.23249,19.5563,20.06329,21.00168,20.03748,20.56609,21.4307,19.92215,20.27136,19.88445,20.16718,26.13654,20.91921,21.66993,18.03377,18.27665,20.09015,25.46759,21.40275,19.45403,19.81024,25.22015,19.62062,19.12278,21.1529,20.77286,20.39837,20.19634,24.51997,22.80197,23.11204,21.3094,21.49636,22.31506,21.38989,20.83256,20.64062,19.69382,20.74772,20.00535,20.36691,26.63377,29.7114,26.83561
tetO_192_Rep2,27.33437,27.52133,25.66348,20.21142,22.83863,20.52678,19.88814,22.57453,22.60314,20.70023,21.30082,21.52829,21.13713,21.18501,21.80205,19.99248,20.73178,19.81336,21.19218,20.73521,20.46519,26.33185,22.8934,21.71135,19.67387,18.09081,19.76798,26.20477,22.87218,19.83703,20.28796,25.82747,18.69926,20.61695,22.81111,19.51313,20.46247,19.58474,26.21694,23.5154,22.74452,21.97098,21.77571,22.77612,21.68333,21.33431,21.29337,21.40535,20.38919,20.37214,21.05437,25.41516,29.97636,26.97615
pAKD1-IncP-1?_380_Rep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ant6-ib_1541_Rep1,31.88514,34.02053,31.8112,26.89397,27.37978,27.76457,28.81231,28.36425,28.67821,29.47817,27.83605,26.27851,27.00044,25.66259,29.00637,25.69351,25.39609,29.50113,23.17405,22.47756,25.03488,29.95689,25.04087,27.56052,27.42887,23.58698,26.28408,31.99858,26.8248,28.43986,26.02256,,26.26772,27.36766,24.41475,28.28765,25.27785,25.95084,33.25796,25.54853,31.78932,25.07475,27.57581,26.57925,26.88271,25.29825,27.9979,23.65575,25.11295,25.19842,27.32493,34.4235,,34.26193
ant6-ib_1541_Rep2,33.52291,32.45259,33.55448,26.72308,23.72358,29.49909,32.92362,28.28372,29.25747,29.60217,27.98608,23.55468,27.82934,26.8415,27.28322,24.28713,25.92959,28.13005,23.82969,20.92241,25.57459,30.06415,26.19708,25.87772,28.53741,22.73567,25.93781,31.12697,25.47652,28.55289,28.09761,,25.19217,27.14117,26.17735,27.17249,25.46793,25.25755,31.52524,25.80551,31.41286,25.92688,27.822,26.46323,25.24048,24.95644,28.73328,25.05178,23.63757,25.72676,27.63195,33.45007,33.06499,
pAKD1-IncP-1?_380_Rep2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mobA_1524_Rep1,,,31.05517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mobA_1524_Rep2,,,29.52739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lncF_FIC_1564_Rep1,,,,30.40185,,,,,,,,,,,,,,,,,,25.66212,,,,,,,,,,,,,,,,,,,,,,33.27673,,,,,,,,,,
lncF_FIC_1564_Rep2,,,,32.61709,,,,,,,,,,,,34.0224,,,,,,26.41181,,,,33.89806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS26_1546_Rep2,16.28031,17.3178,15.0471,29.52211,,,,,,,,,30.66718,,,,,28.7471,,,,16.47538,,31.44196,32.55107,31.63114,,25.26687,,,,16.52098,,,,,,34.88169,22.54436,,,,,30.33218,,,,,,,,17.08049,20.39075,19.40122
IS26_1546_Rep1,16.60469,14.59855,16.34216,28.31635,,,,,,,,,30.32669,,,,,31.10508,32.14293,,,16.79019,30.90751,32.62731,32.2542,,,24.3157,34.5471,,,18.34823,,,,,,33.95779,22.83501,,,,,32.88363,,32.37927,,,,,,16.96579,21.69533,16.86168
IncQ_oriT_343_Rep1,,,,,,,,,,,,,,,,,,,,,,17.73617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncQ_oriT_343_Rep2,,,,,,,,,,,,,,,,,,,,,,16.96655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
int1-a-marko_336_Rep2,14.39507,17.45126,28.67205,,29.83051,,,,,,,,,,,,,,,,,15.5586,,30.57089,,,,24.9383,,,29.51613,,,,,,,,,,,30.14706,,28.34394,,,,,,,,14.93279,20.60623,17.95864
int1-a-marko_336_Rep1,14.03158,20.61783,31.18757,,,,,,,,,,,,,,,,,,,16.63076,,,,,,25.71848,,,,19.08337,,,,,,,,,,,,28.37398,,,,,,,,17.08992,23.60652,18.82944
tetG_F_507_Rep1,,,,32.00095,,,,,,,,,32.59346,,,,,,,32.40789,,,,,,,,,,,,,,,32.84354,,,,,,,,,32.88992,,34.90689,,30.74247,,34.55861,33.93914,,,
ermA-803_Rep1,,,,,,,,,,,,,30.47353,,,,,,32.78339,,,,,,,29.13516,32.41087,,,,,,,33.97555,,34.16343,,33.60666,,,,,,,,,,,,,,,,
ermA-803_Rep2,,,,,,,31.98816,,,,34.75179,34.99557,31.16815,,,,,,,,,,,,,28.00563,28.38988,,,,,,,,,32.36356,,31.322,,,,,,33.24599,,,,,,,,,,
